title,price,image
"Mazda Atenza , 2003",5700$ ,https://i.cars.kg/preview/r/-iliCKExqmEGILcVqGNXsA/1080x-/20221104/9d89d4a88fc0842b677877840373077d.jpg
"Москвич ИЖ 412, 1975",829$ ,https://i.cars.kg/preview/r/d2qIAxMyb2OR51j2j8qCKQ/1080x-/20221104/77f9c3cee82ffb615958873cc29076a1.png
"Toyota Camry XV50 Седан 4-дв. , 2011",13000$ ,https://i.cars.kg/preview/r/trFjfL0SAV1KuSBOvYcwyw/1080x-/20221103/58b65369d1b39dc015de0490f1ba1636.jpg
"Kia Cadenza 1 поколение Седан , 2010",13$ ,https://i.cars.kg/preview/r/SbSuUt6MuGzg4Fu7jgnuTg/1080x-/20221103/e808a8112fa7035a9de3f27b91a141ad.jpg
"AMC , 2022",3$ ,https://i.cars.kg/preview/r/CsQQEunSpm35Q82DMuIKBw/1080x-/20221103/a76ce0f5f4b2742f092c0e62b98e3849.jpg
"AC ACE 1 поколение Кабриолет , 2022",0$ ,https://i.cars.kg/preview/r/TVg9LULuT7g3pAd75vVlXQ/1080x-/20221103/c39a52765733918f234e44fb7b9022d2.jpg
"BMW 7 серия E38 [рестайлинг] Седан , 2000",5000$ ,https://i.cars.kg/preview/r/4Hhj6d7pMT5yxm_kgEdGSg/1080x-/20221103/595cc2a5af3006094fb86f11b559ae1c.jpg
"Mercedes-Benz GL-Класс X164 Внедорожник , 2008",19000$ ,https://i.cars.kg/preview/r/gfgdxWpoCw3JFIdqoaRr9g/1080x-/20221103/2892fe8536957fc9a5e1c107a2e70e7e.jpg
"BMW X6 F16 Sports Activity Coupe кроссовер , 2016",55000$ ,https://i.cars.kg/preview/r/n_kT3XnQPUSgheZvzXsRfw/1080x-/20221103/47900eb07d23dc0e32a52b2096251980.jpeg
"Toyota Land Cruiser Prado J150 [рестайлинг] Внедорожник , 2016",47000$ ,https://i.cars.kg/preview/r/FLeRg4MXlvCBKk6K2xkwPg/1080x-/20221102/f9892ddcee151f88e4cafb6f0278c8af.jpg
"Lexus RX 2 поколение Кроссовер , 2004",15000$ ,https://i.cars.kg/preview/r/GlLjPmw2T8KYhPB0aGAq2w/1080x-/20221102/bd45f925a3eba41868c92f21eeaf6aa0.jpg
"Honda Inspire 4 поколение [рестайлинг] Седан , 2006",10500$ ,https://i.cars.kg/preview/r/2fgGtxvAMpDWsiQ34UKVKQ/1080x-/20221102/bb51339ab8a7407299204d3ca4290cfe.jpeg
"Volkswagen ID 6, 2022",41000$ ,https://i.cars.kg/preview/r/e2uNYb_lk7g11_0XC1wseA/1080x-/20221102/89033190ab945e15a3113084a4c23e32.jpg
"Volkswagen ID 4, 2022",35000$ ,https://i.cars.kg/preview/r/Cf-upr-ycUf2xb46ggWfCQ/1080x-/20221102/0e99bef4f5c2dd933c4249a3d42bff97.jpg
"Toyota RAV4 4 поколение Кроссовер , 2021",33000$ ,https://i.cars.kg/preview/r/u1H2YgyroYG3ZRFqzQYmvw/1080x-/20221102/9a74a3f0c6857ac6cdbf091032a3fec9.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2019",28500$ ,https://i.cars.kg/preview/r/CYJmUVFraDM0nio9XUBEug/1080x-/20221102/b9ea35b2de08ba506f60f9cd9c764336.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2019",26500$ ,https://i.cars.kg/preview/r/KqgUBNY0w6tL3fhhvhCt_g/1080x-/20221102/e47241abc038d3751724409e7ef250e9.jpg
"Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1998",8500$ ,https://i.cars.kg/preview/r/03sw2dMtQ_Ws7Vz33ZxdPg/1080x-/20221102/e91cb2437ecd31cf4c25906388ede488.jpg
"BMW 5 серия F07/F10/F11 [рестайлинг] Седан , 2014",21900$ ,https://i.cars.kg/preview/r/GjvTq_mwF4WgL3dc-tIV6g/1080x-/20221101/318a174691b693e1be142579004c4195.jpg
"Mazda MPV 2 поколение [рестайлинг] , 2002",350000$ ,https://i.cars.kg/preview/r/iOnWvJDtojrHEsvzVFu6eA/1080x-/20221101/c999418f5b3a726daf248862640ae273.jpg
"Suzuki Alto 5 поколение Хетчбэк , 2003",2635$ ,https://i.cars.kg/preview/r/wNf6b3u0Gqiq-hBugXSkVg/1080x-/20221101/be741d90d2a2d53e2bd18f97e2c8ada7.jpg
"Isuzu Axiom 1 поколение Внедорожник , 2004",7800$ ,https://i.cars.kg/preview/r/fiGpXhS0aXt9P8lzzX9roQ/1080x-/20221101/e8101f54b36c569ae49bcb07d7b6ac28.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2016",36000$ ,https://i.cars.kg/preview/r/mRYxDO1OzE93EXFK8GBTjA/1080x-/20221101/6f37801d71199853d97063bb896d0978.jpeg
"Toyota 4Runner 4 поколение Внедорожник , 2003",18300$ ,https://i.cars.kg/preview/r/xPZIy52jqvpNmxtp6QDIEQ/1080x-/20221101/24bf4a7da4b0a3b459081d31243c3b98.jpeg
"Toyota Land Cruiser , 2008",29500$ ,https://i.cars.kg/preview/r/xv69GXRmOUedPewmJNvSyQ/1080x-/20221101/3ff83019707478837372cd2f89867495.jpg
"Toyota 4Runner , 2014",37000$ ,https://i.cars.kg/preview/r/SaF9Gpg0CFwRimI42pLW1Q/1080x-/20221101/1cad140dd825b7ed5ae8d4f4157f6549.jpg
"Honda Accord 6 поколение [рестайлинг] JP-spec седан 4-дв. , 2002",6800$ ,https://i.cars.kg/preview/r/rRoaI-ry6ALc-G-lrVb0VQ/1080x-/20221025/5bce57937369e26388705f9f8d377df1.jpeg
"Toyota Highlander 3 поколение Кроссовер , 2018",32900$ ,https://i.cars.kg/preview/r/dOW1EVYmpPg5zn6L0p23_A/1080x-/20221024/0069c87720bbea20c5265be6de7f2888.jpg
"Lexus GS 3 поколение Седан , 2006",11000$ ,https://i.cars.kg/preview/r/ckn66otyii4p8Qoa3dHV-A/1080x-/20221024/92da57b6a34e8f38e4cc2947e4392009.jpg
"Lexus GS 3 поколение Седан , 2006",11000$ ,https://i.cars.kg/preview/r/ckn66otyii4p8Qoa3dHV-A/1080x-/20221024/92da57b6a34e8f38e4cc2947e4392009.jpg
"Lexus LX 3 поколение [2-й рестайлинг] Внедорожник , 2008",125$ ,https://i.cars.kg/preview/r/PASWgj4TXWn7ajRJkLnh2g/1080x-/20221024/9904a7af5bd421049cebbbece7d99496.jpg
"Kia Carnival 2 поколение Минивэн , 2014",25500$ ,https://i.cars.kg/preview/r/CEJSMd3jmCmhQSjrpEZ-Fw/1080x-/20221024/c1803f3078f4d63f1bf33e15dd2fcb66.jpg
"Toyota Camry XV30 Седан , 2002",9300$ ,https://i.cars.kg/preview/r/DbC3nDz-x35vjqoTWNyKjw/1080x-/20221024/5404d7beea37963cd112517a43a595b3.jpg
"Lexus GX 1 поколение Внедорожник , 2005",25000$ ,https://i.cars.kg/preview/r/rvNEtuHWYNlC0IrEpdO6Jg/1080x-/20221024/0dec5f7d2e7ed6e9ce26e270be2b57d1.jpg
"Land Rover Discovery 4 поколение [рестайлинг] Внедорожник 5-дв. , 2016",58000$ ,https://i.cars.kg/preview/r/mKbRmuddVLY1rfivGnkxIg/1080x-/20221024/84e707bafa674a57a4314f441e363a1f.jpeg
"Mitsubishi Pajero 3 поколение [рестайлинг] Внедорожник 5-дв. , 2003",9200$ ,https://i.cars.kg/preview/r/t4W3SDeXAHxwUZtvUu3PGg/1080x-/20221024/69b9e4895aac4a614fca2aeaa97a6ab5.jpg
"Ford Transit 6 поколение , 2007",11$ ,https://i.cars.kg/preview/r/t2nF5egmvL-3sDZ40VksTQ/1080x-/20221024/6a3d0bae88fa7377eb4c4756fec24d09.jpg
"Huawei Seres SF5, 2021",58000$ ,https://i.cars.kg/preview/r/Q4FieWrzVGNYw2v52gxT4Q/1080x-/20221024/131aae02a4409f389c7bf74218e754a6.jpg
"Toyota Altezza XE10 Gita универсал , 2001",6300$ ,https://i.cars.kg/preview/r/TLHnJMemwKtF7l0tSYEeNw/1080x-/20221024/cd21ce9e3551b06ae67ea5c0ea06d637.jpg
"Lexus LX 2 поколение Внедорожник , 2005",24000$ ,https://i.cars.kg/preview/r/d8fHDM7tFfDZhcdD-YfV3A/1080x-/20221024/7d751544cb750e74911cb36ddcba2772.jpg
"Hyundai Avante MD Седан , 2012",11200$ ,https://i.cars.kg/preview/r/fFOAaZ5lKxQpcknNKyfuQA/1080x-/20221024/967be82318c552e1c6f177737d19a397.jpg
"Hyundai Solaris 1 поколение Седан , 2012",7300$ ,https://i.cars.kg/preview/r/QDwrix0ytQFc96V4MLPl6g/1080x-/20221024/dc5539b1c336d253b0ba65eb557f2607.jpg
"Hyundai Solaris 1 поколение Седан , 2012",7300$ ,https://i.cars.kg/preview/r/QDwrix0ytQFc96V4MLPl6g/1080x-/20221024/dc5539b1c336d253b0ba65eb557f2607.jpg
"Honda Accord 8 поколение Седан 4-дв. , 2008",11200$ ,https://i.cars.kg/preview/r/2sV-MXwJPEG-cNeA4DFewQ/1080x-/20221024/89230d1eb74b964c78aa4ff4ae7e3db2.jpg
"Lexus GX 2 поколение [рестайлинг] Внедорожник , 2016",65000$ ,https://i.cars.kg/preview/r/apW7uKudcdBbfAq87Qt4gA/1080x-/20221024/a78bf1a729adfabce4f4dd3ffb52aba1.jpeg
"Volkswagen Jetta 6 поколение Седан , 2013",9900$ ,https://i.cars.kg/preview/r/tuegsL_Q7u9juNc9LDZiHw/1080x-/20221024/09b31e900f8795f47439c440c8cd2b08.jpg
"Honda Stepwgn 1 поколение Минивэн , 2000",6869$ ,https://i.cars.kg/preview/r/lqzikyDtEKO5TYtZRcnxjA/1080x-/20221024/0d5d45f9324ace6d02f6313255a76c5a.jpg
"Mercedes-Benz CLS-Класс C218/X218 [рестайлинг] Седан 4-дв. , 2014",32000$ ,https://i.cars.kg/preview/r/X-REpcCK4caB20kvpLgMqQ/1080x-/20221024/0070c7fbb3ce70099f3862ed7491beaa.jpg
"Mercedes-Benz E-Класс W212/S212/C207/A207 Седан 4-дв. , 2009",14000$ ,https://i.cars.kg/preview/r/xCitZpOrSCKYd18XEeIjMw/1080x-/20221024/b9cd1449433984fa61c89d9d3614e371.jpg
"Infiniti FX-Series 2 поколение Кроссовер 5-дв. , 2008",7000$ ,https://i.cars.kg/preview/r/v7IY5t6ba3CGsgJEuVuTtw/1080x-/20221023/6fd76fed288cafd861c3f05a4e952247.jpg
"Lexus ES 5 поколение Седан , 2009",14500$ ,https://i.cars.kg/preview/r/LI12yR0GrBQqDO5MaEH1sw/1080x-/20221023/645a9044158f32ce0ba49e6070b18092.jpeg
"Hyundai Porter 4 поколение Single Cab борт 2-дв. , 2008",5685$ ,
"Lexus ES 6 поколение [рестайлинг] Седан , 2019",47500$ ,https://i.cars.kg/preview/r/1F5sIY4y6IqH0QMeVVbA5w/1080x-/20221023/a5bf0271f3cbfcb15c89705b0425853c.jpg
"Jeep Grand Cherokee WJ Внедорожник , 1999",7000$ ,https://i.cars.kg/preview/r/vBhrIkxTxV8DjDMJXHJfxQ/1080x-/20221023/4922d10eca397205c691838e0aa15c45.jpg
"Kia Carnival 2 поколение Минивэн , 2010",105000$ ,https://i.cars.kg/preview/r/IXui8SqeIGA0Go_op1WeZQ/1080x-/20221023/a0637b80845daf3dd96ba8300f10e422.jpeg
"BMW X5 F15 Кроссовер , 2016",145500$ ,https://i.cars.kg/preview/r/_Y5IwhLpGqigeo5LSU0lgg/1080x-/20221023/f4798001c4575eecd10f7b1217c06ac8.jpeg
"Honda Stepwgn 1 поколение Минивэн , 2000",7200$ ,
"Honda Stream 1 поколение Минивэн , 2001",7000$ ,
"Daewoo Nubira J150/J190 [рестайлинг] Седан , 1999",130000$ ,
"Toyota Estima 2 поколение Минивэн , 2003",6988$ ,https://i.cars.kg/preview/r/T8pa4Iqf2xlPfQvMtJxesA/1080x-/20221023/84b98cd683b4328c66c0c45c4a9b5dca.jpg
"Honda Odyssey 2 поколение [рестайлинг] Absolute минивэн 5-дв. , 2003",6800$ ,https://i.cars.kg/preview/r/bqJRP8PfoRWpJ4Fv90GXOw/1080x-/20221023/3324abb3979a43927895b36e5ede50a8.jpeg
"Lexus LS 4 поколение [рестайлинг] 460 седан 4-дв. , 2007",14500$ ,https://i.cars.kg/preview/r/lAbyrs2pCmNJilXcmwq-BA/1080x-/20221022/ecd1888ef7661ac88fb43e4d4fbf312b.jpg
"Lexus RX 2 поколение Кроссовер , 2004",16000$ ,https://i.cars.kg/preview/r/dP_hiyRI6_SXycyMYupBqA/1080x-/20221022/fd8739dca39f10a47e22fdabacaf021c.jpg
"BMW X5 E53 Кроссовер , 2002",7500$ ,https://i.cars.kg/preview/r/an92S_tfgYmSfEOehV6FbA/1080x-/20221022/6ebfdc42e7acecb60575798f86d00a1c.webp
"Toyota Camry , 2004",12000$ ,https://i.cars.kg/preview/r/NoyzpBVor8ZtUyUO4b40xA/1080x-/20221022/04cca706c24d5720803d1765d8b1dde1.jpg
"Toyota Voxy , 2004",9000$ ,https://i.cars.kg/preview/r/ztgRhaTCHeKwok2zRWqTmw/1080x-/20221022/fc01b4eb26bec26bc4437f4672877352.jpg
"Volkswagen Golf 2 поколение GTI хетчбэк 5-дв. , 1988",1302$ ,https://i.cars.kg/preview/r/bv3HZQsP5KbO12cdMD873w/1080x-/20221022/69852887d555b92fbd88c230f9e25c72.jpg
"Suzuki Alto 5 поколение Хетчбэк , 2004",2316$ ,https://i.cars.kg/preview/r/MCp_HDERATuLVta-BxsqfA/1080x-/20221022/f22041649d9351485521264fc3fe3bad.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2019",27500$ ,https://i.cars.kg/preview/r/35hZN6ig0N9gN1hosY_fDQ/1080x-/20221021/e56413617b644c4d21aacbce4c2db70e.jpg
"Mercedes-Benz E-Класс W124 Купе 2-дв. , 1991",5000$ ,https://i.cars.kg/preview/r/DS5U5Ln8vktVGKhMT1C4Dg/1080x-/20221021/5b783d67d1613ea23086932570a04018.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",21000$ ,https://i.cars.kg/preview/r/FnLZOuzQPlzQXcUh_p8Bgg/1080x-/20221021/0f618b3e7b497a627b4e8a950ca39a01.jpg
"BMW 5 серия E39 [рестайлинг] Седан , 2002",9500$ ,https://i.cars.kg/preview/r/WlN5f1oEndqu2vIintO7wg/1080x-/20221021/fa570e76e25ef04fd9358fe4fb8d2ced.jpeg
"Toyota Camry , 2017",27200$ ,https://i.cars.kg/preview/r/KxWYGGTLDSGnTrwnz2-viQ/1080x-/20221021/e6ec8cef8c214addc602db8c73b779a3.jpg
"Honda Odyssey 2 поколение [рестайлинг] Absolute минивэн 5-дв. , 2002",6514$ ,https://i.cars.kg/preview/r/DsLGIlpH6ROFjs8P6gDLuA/1080x-/20221021/59f1af24dc85e81a68abb4c9917a4e39.jpg
"Hyundai Elantra MD [рестайлинг] Седан , 2019",14000$ ,https://i.cars.kg/preview/r/dPUePeorvFUO1SMVBGZpFg/1080x-/20221021/ad26337da76673ec526a7ed539d89e79.jpeg
"Honda , 2003",8700$ ,https://i.cars.kg/preview/r/-g5swlKkx4SlDx5Qljvk5Q/1080x-/20221021/0ebdcfa5f934e35cfff425bbc33aaf92.jpg
"Audi A6 A4/C4 Универсал , 1995",4737$ ,https://i.cars.kg/preview/r/pfDPQcAHFHCsYVVBizAk_Q/1080x-/20221020/f6eba603a640fcc3a740f03c50ccd411.jpg
"Hyundai Santamo 1 поколение Минивэн 5-дв. , 1999",2605$ ,https://i.cars.kg/preview/r/pl7J1eUVuXhxSMtClBQueg/1080x-/20221020/3874e5939ee4f4f4a4d5857db7089254.jpg
"Mercedes-Benz Sprinter W906 Фургон , 2006",9500$ ,https://i.cars.kg/preview/r/rA1B7GCq0Bs-crfzXGOsMA/1080x-/20221020/812e60518a9df3505022108ec536118b.jpg
"ИЖ 412 1 поколение [рестайлинг] Седан , 1978",1000$ ,https://i.cars.kg/preview/r/0A7tYbn4zOC9QS5hjFsznQ/1080x-/20221020/e29649d90713787c815f774c59c22157.webp
"Москвич 2140 , 1980",769$ ,
"Toyota Wish 1 поколение [рестайлинг] Минивэн , 2006",7698$ ,https://i.cars.kg/preview/r/gmQigrFgilauHHLf_iueXQ/1080x-/20221020/301091d290b60c2bd352264b5b0c6af3.jpg
"Lexus NX 1 поколение Кроссовер 5-дв. , 2017",32000$ ,https://i.cars.kg/preview/r/ZkOmAl3Ru22s9CiSPJW_1w/1080x-/20221020/494265cb539250a459cc96d083f81a39.jpg
"BMW X6 E71/E72 Sports Activity Coupe кроссовер , 2008",22000$ ,https://i.cars.kg/preview/r/CvWvAfNCYePMhgxap1MiNg/1080x-/20221020/5f65cc25d70f287f85544d3dee8a19e5.jpg
"BMW X5 E53 Кроссовер , 2003",8200$ ,https://i.cars.kg/preview/r/VST2YRTjtAiFenHez9Ujgg/1080x-/20221020/9cb8370144a3683ee8b09727bb37d3e2.jpg
"Toyota Highlander 3 поколение Кроссовер , 2017",46000$ ,https://i.cars.kg/preview/r/_bAb1mU2s8iWnB41_qeqmQ/1080x-/20221020/1eec56368528bbc7356ebf2ba58ec298.jpg
"Mitsubishi Lancer X Седан 4-дв. , 2012",8300$ ,https://i.cars.kg/preview/r/e1rI2zAYxlQC-6Aq70irjg/1080x-/20221020/2b8fc40837516910668679da3e800b2a.jpeg
"Lexus GX 2 поколение [рестайлинг] Внедорожник , 2017",55000$ ,https://i.cars.kg/preview/r/1L83v4L0lK9Kw6Vu6Ul97w/1080x-/20221020/f0de588e6d494c2356ce07ba9babe635.webp
"Lexus GS , 2005",8000$ ,https://i.cars.kg/preview/r/weuuxjl3v_UvkicaeBG9jg/1080x-/20221020/5bcf359cd25e6e1f49347d2c6bb4a6fd.jpg
"Toyota Windom MCV30 Седан , 2003",10700$ ,https://i.cars.kg/preview/r/XKBMpLfTxLp5hgeto71Ukw/1080x-/20221020/7d8369d2149692d14729291e5524c8c4.jpg
"Subaru Legacy 4 поколение , 2005",6500$ ,https://i.cars.kg/preview/r/8fzZQFTDmZKZ2yY8koLWQQ/1080x-/20221019/df2bff4b65670c310bbb6d0ca3713dcc.jpg
"Toyota Camry XV30 [рестайлинг] Седан , 2005",10800$ ,https://i.cars.kg/preview/r/RqwVg9B17JGEodmw3XGUoA/1080x-/20221019/a6180292f962920c832994f90353584c.jpg
"Volkswagen Golf 3 поколение Хетчбэк 5-дв. , 1992",1835$ ,https://i.cars.kg/preview/r/mMw2tqFTcm81XJJNb1OUPQ/1080x-/20221019/3c3b631e74854add541a1c527dca4d63.jpg
"Toyota Highlander 3 поколение Кроссовер , 2022",71000$ ,https://i.cars.kg/preview/r/ochEuPa2Z44VB9FPV7-Iig/1080x-/20221019/5a9519802001e13721029e868b2cc7a0.jpg
"BMW 3 серия E30 [рестайлинг] Седан , 1994",2800$ ,https://i.cars.kg/preview/r/w8Eox_VB9TxSm2OcYrOZAg/1080x-/20221019/7dc807647cacf8cc3386dc0c7e6994c2.jpg
"Toyota Prius 4 поколение Хетчбэк , 2016",15500$ ,https://i.cars.kg/preview/r/O7RO4QmVnR_a1YNoCh8H6g/1080x-/20221019/2a12fb87decbffd935c03376d1135ccd.jpg
"Chevrolet TrailBlazer 1 поколение Внедорожник 5-дв. , 2002",12800$ ,https://i.cars.kg/preview/r/D35WXDgXwCb8dyCYl6VtuA/1080x-/20221019/40e1cd0a37a29f033a4531aac770cbe0.jpg
"Kia Cee'd , 2011",9000$ ,https://i.cars.kg/preview/r/wQ_A1d0yd30atjDcN38SAQ/1080x-/20221019/6fc9345d630c50e55aaed3dadfd84b76.jpg
"Lexus RX 4 поколение Кроссовер , 2018",46000$ ,https://i.cars.kg/preview/r/687hgw7F41AmRw1iU5ps0g/1080x-/20221019/34316a7eb1fed4cdf62d7cdc329ba151.jpg
"Renault Laguna 2 поколение Хетчбэк , 2002",4800$ ,https://i.cars.kg/preview/r/-YxLbs026DDQ0hBLDoeN_A/1080x-/20221019/6212fe1438b145c8dc202e5caf4b0c13.jpeg
"Volkswagen Passat B3 Универсал , 1989",2$ ,https://i.cars.kg/preview/r/PNPOcgefc4lojwsuhrcXLg/1080x-/20221019/899dc6c518045e9001e6152f73e0a854.jpg
"Lexus GX 1 поколение Внедорожник , 2004",20000$ ,https://i.cars.kg/preview/r/9svOkADmXizPj26p0B3Ieg/1080x-/20221019/0b0c70e042510b7720ed29b5f80fe742.jpg
"Rolls-Royce Ghost 2 поколение Седан , 2020",1000$ ,https://i.cars.kg/preview/r/khh2T1Y4_g82sD_E4eINlg/1080x-/20221019/15b7d299bfa9bfe8b8e0494d6b1bb35b.jpg
"Daewoo Matiz M100 Хетчбэк , 2001",2961$ ,https://i.cars.kg/preview/r/r1gLWpHVpYA6WoUEdieLvA/1080x-/20221019/4acd15324402b25f4bf55fdbe08d1342.jpg
"Volkswagen Touareg 1 поколение Кроссовер , 2004",10000$ ,
"Toyota RAV4 , 2020",42$ ,https://i.cars.kg/preview/r/KoYtB4urPK4oIYIOiShVJg/1080x-/20221018/678a6719c00855cb0886b7e4b769c442.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",26000$ ,https://i.cars.kg/preview/r/W6V0kaEmuX4m9_T9vdsQHg/1080x-/20221018/83fc87d70d03334d7107c87a4aa0102b.jpg
"Lexus GX 1 поколение Внедорожник , 2005",23000$ ,https://i.cars.kg/preview/r/VDexFMGTPWldf_CWEVFaLQ/1080x-/20221018/a3a1f0913cff0662cf7540b94dc49aa7.jpg
"BMW 5 серия F07/F10/F11 Седан , 2010",17500$ ,https://i.cars.kg/preview/r/gk4aaOQxxa8chnY0YXcpEg/1080x-/20221018/611fd07e1a649864d3c84ed58ee85d84.jpg
"КАМАЗ , 2011",8500$ ,
"Toyota Avalon XX40 Hybrid седан 4-дв. , 2018",43100$ ,https://i.cars.kg/preview/r/O0pH_hNyboEpuRN_qscEOg/1080x-/20221018/bdede6a1d182ec48445508f3e576f9f8.jpg
"Toyota Avalon XX40 Hybrid седан 4-дв. , 2014",18500$ ,https://i.cars.kg/preview/r/QwaydRk660sVj2ataBB5Ew/1080x-/20221018/6ad26e22bedf03146c3c0ff02cfb5729.jpg
"Renault Talisman , 2017",13500$ ,https://i.cars.kg/preview/r/LFNcZBWb9LnR94lQW9iPAA/1080x-/20221018/1b17d0f0d5fa70da2c02404b36b50f72.jpg
"Honda Stream 1 поколение Минивэн , 2002",6300$ ,https://i.cars.kg/preview/r/5nVY--j02qAo_5zofslSpg/1080x-/20221018/bbaf4a0940462ac4c71799f7b7eb9d96.jpg
"Honda Civic 8 поколение Седан 4-дв. , 2007",8200$ ,https://i.cars.kg/preview/r/h-NFRdLishJe1vGgWDwuWw/1080x-/20221018/df62e2e3c7a47005d545b0f95f8bf456.jpg
"BMW 5 серия E39 Седан 4-дв. , 1999",4145$ ,https://i.cars.kg/preview/r/m0YofB4E_oG0VUQ3fwn1Ng/1080x-/20221018/8ff760a28a1b7a34b3efea4a7dc3bbc7.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2018",31500$ ,https://i.cars.kg/preview/r/RDMRV_kNUmxlufHI5YHwBw/1080x-/20221018/76d6e4b724164bfe3e60496d919ad2fb.jpg
"Lexus ES 6 поколение [рестайлинг] Седан , 2016",29500$ ,https://i.cars.kg/preview/r/faf7nHwc2bZrrDXmyNIexA/1080x-/20221018/188b9d2c37e281c5bf6b61e0f14780b8.jpg
"Lexus LX 3 поколение [2-й рестайлинг] Внедорожник , 2016",120000$ ,https://i.cars.kg/preview/r/pvhOwpySnr7W0NBMrz2SCA/1080x-/20221018/9beba56ad47688ee4b02a9971703988d.jpg
"Toyota Alphard 1 поколение [рестайлинг] Минивэн , 2008",11000$ ,https://i.cars.kg/preview/r/vi2qhJA4BuMHq47gbBvq3Q/1080x-/20221018/fd5ccf634c8080ce2de5f1b7501a7e0c.jpeg
"Toyota Crown S180 [рестайлинг] Седан , 2008",15$ ,https://i.cars.kg/preview/r/dK5ZJjLnYcYxtjptk9Gb8Q/1080x-/20221018/ebc9c2eb81777febbe09382ad3d17515.jpg
"Kia Clarus 1 поколение [рестайлинг] Седан , 1998",1539$ ,https://i.cars.kg/preview/r/g_ACw3tzV9NAlNwfVOUvMg/1080x-/20221018/720623dca66d2d15b1018cae9693ea54.jpg
"Mazda Atenza 1 поколение Хетчбэк , 2002",6000$ ,https://i.cars.kg/preview/r/8n3nYEPk9mXnzadUWqMNjA/1080x-/20221017/3882cca4bc5a3947f8b0437ec2ad3fa7.jpeg
"Lexus GX 2 поколение [рестайлинг] Внедорожник , 2016",55000$ ,https://i.cars.kg/preview/r/jMa4i4hmquon8j4mlZVLcg/1080x-/20221017/e7c8a3e4165eb509feb1921b9cf92c41.webp
"Honda Odyssey 3 поколение US-spec минивэн 5-дв. , 2004",8$ ,https://i.cars.kg/preview/r/mz_lPfbuNtPUNBblfuvymg/1080x-/20221017/3b928fc57633b9f7a02a5e47ea7020ec.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2016",26000$ ,https://i.cars.kg/preview/r/dZgxYcQTk-Hgpcp5zyusJw/1080x-/20221017/be0761f0c2b2f853d435e31192dee907.jpeg
"Subaru Forester 3 поколение , 2008",10000$ ,https://i.cars.kg/preview/r/xAqaLDCZUahD-eO7b2vT_A/1080x-/20221017/6ebedc8d6331288050a4eb13ad8e1971.jpg
"Lexus RX 2 поколение , 2004",15000$ ,https://i.cars.kg/preview/r/XER83AF1hP38wbpkN7FBJA/1080x-/20221017/22b9a502cbc547283cbeaf6570eaf7eb.jpg
"Toyota Highlander 3 поколение Кроссовер , 2015",33000$ ,https://i.cars.kg/preview/r/6dzbgKC0ndYmzh7Hzh8lyg/1080x-/20221017/52c1bbc10b7193a739a953115c891e9d.jpg
"Kia K5 1 поколение Седан , 2018",15500$ ,https://i.cars.kg/preview/r/HyOa_zr2tDhNndTKAPY4MA/1080x-/20221017/7409afa930777309fe3ca4b5ca16fa86.jpg
"Honda Accord 7 поколение [рестайлинг] Седан 4-дв. , 2008",10200$ ,https://i.cars.kg/preview/r/KXovCnhuRT38v_Ijuga5Sg/1080x-/20221017/c424141b8dc81b3ad01d65559d75a06f.jpg
"ВАЗ (Lada) 4x4 1 поколение [рестайлинг] 2129 внедорожник 3-дв. , 2002",1776$ ,https://i.cars.kg/preview/r/I30QYxzoCnEYNDBatBV7Dg/1080x-/20221017/4174306f5aeb4c52ac3996e972195872.jpg
"BMW 5 серия E39 Седан 4-дв. , 1996",4500$ ,https://i.cars.kg/preview/r/86AEKPkjeXpKsAqUWZsTew/1080x-/20221017/8be71ccafe163405c8bd13e132f09dca.jpg
"Lexus RX 2 поколение Кроссовер , 2002",10500$ ,https://i.cars.kg/preview/r/Pdp4lURt7ZyQ0o4pcQKiOQ/1080x-/20221017/2d95bf781185336dd2246a2b18b5b1d6.jpg
"Honda Odyssey , 2001",7000$ ,https://i.cars.kg/preview/r/7UtX4mfhGyK2G4Tp7ElaSQ/1080x-/20221017/c66611ed24f09b4436881c5bed74a75b.jpg
"Porsche Cayenne 955 , 2004",10000$ ,https://i.cars.kg/preview/r/QOOTTWTqUTCfEna6OdOL_g/1080x-/20221016/bb343d247499879b9c5e6768253ca3b1.jpg
"Lexus RX 2 поколение Кроссовер , 2003",14000$ ,https://i.cars.kg/preview/r/wxvmaDvo-qOorIOUPdjQkA/1080x-/20221016/c879c2b62cf3afe68a03afc227409af3.jpg
"Chevrolet Aveo T250 [рестайлинг] Хетчбэк 3-дв. , 2009",7100$ ,https://i.cars.kg/preview/r/yFOwlaMzoQXZ-NNNi4N28g/1080x-/20221016/00325013ebff44072a0c992250c26064.jpg
